Class,LOC,NOM,RFC,CBO,DIT,MPC,LCOM5,LCOM2,NOC,CYCLO,DAC
org.jfree.chart.plot.CategoryMarker,53.0,8.0,15.0,12.0,1.0,9.0,0.5,0.4375,0.0,18.0,2.0,
org.jfree.chart.plot.CategoryPlot,1824.0,167.0,361.0,82.0,1.0,237.0,0.9761655316919853,0.9703202291070034,2.0,507.0,52.0,
org.jfree.chart.plot.CombinedDomainCategoryPlot,318.0,22.0,121.0,30.0,2.0,102.0,0.8,0.7636363636363637,0.0,85.0,6.0,
org.jfree.chart.plot.CombinedDomainXYPlot,320.0,24.0,114.0,33.0,2.0,93.0,0.8260869565217391,0.7916666666666666,0.0,87.0,6.0,
org.jfree.chart.plot.CombinedRangeCategoryPlot,270.0,19.0,106.0,32.0,2.0,89.0,0.7777777777777778,0.736842105263158,0.0,71.0,6.0,
org.jfree.chart.plot.CombinedRangeXYPlot,305.0,23.0,111.0,33.0,2.0,91.0,0.8181818181818182,0.782608695652174,0.0,80.0,6.0,
org.jfree.chart.plot.CompassPlot,408.0,34.0,103.0,46.0,1.0,73.0,0.9363636363636363,0.9088235294117647,0.0,113.0,28.0,
org.jfree.chart.plot.CrosshairState,115.0,22.0,22.0,9.0,0.0,4.0,0.8783068783068783,0.8383838383838383,0.0,25.0,9.0,
org.jfree.chart.plot.DatasetRenderingOrder,39.0,5.0,9.0,7.0,1.0,4.0,0.875,0.7,0.0,16.0,2.0,
org.jfree.chart.plot.DefaultDrawingSupplier,250.0,17.0,31.0,18.0,1.0,17.0,0.8947368421052632,0.8421052631578947,0.0,58.0,25.0,
org.jfree.chart.plot.DialShape,41.0,5.0,9.0,7.0,1.0,4.0,0.9,0.72,0.0,19.0,2.0,
org.jfree.chart.plot.FastScatterPlot,417.0,43.0,112.0,41.0,1.0,74.0,0.9017857142857143,0.8808139534883721,0.0,114.0,21.0,
org.jfree.chart.plot.IntervalMarker,71.0,11.0,18.0,12.0,1.0,9.0,0.8,0.7272727272727273,0.0,21.0,4.0,
org.jfree.chart.plot.JThermometer,131.0,26.0,63.0,22.0,1.0,41.0,0.8079999999999999,0.7769230769230769,0.0,33.0,5.0,
org.jfree.chart.plot.MeterInterval,78.0,10.0,22.0,14.0,1.0,13.0,0.6851851851851851,0.6166666666666667,0.0,27.0,9.0,
org.jfree.chart.plot.MeterPlot,615.0,55.0,157.0,57.0,1.0,104.0,0.9384920634920635,0.9214285714285715,0.0,163.0,34.0,
org.jfree.chart.plot.MultiplePiePlot,296.0,21.0,102.0,40.0,1.0,82.0,0.7875,0.75,0.0,79.0,10.0,
org.jfree.chart.plot.PieLabelDistributor,103.0,9.0,38.0,7.0,1.0,29.0,0.75,0.6666666666666667,0.0,28.0,1.0,
org.jfree.chart.plot.PieLabelRecord,108.0,16.0,19.0,11.0,1.0,3.0,0.7916666666666666,0.7421875,0.0,40.0,8.0,
org.jfree.chart.plot.PiePlot,1406.0,128.0,324.0,79.0,1.0,215.0,0.9683748547824964,0.9608094262295082,2.0,358.0,76.0,
org.jfree.chart.plot.PiePlot3D,647.0,12.0,152.0,40.0,2.0,141.0,0.8787878787878788,0.8055555555555556,0.0,104.0,3.0,
org.jfree.chart.plot.PiePlotState,77.0,21.0,22.0,7.0,1.0,1.0,0.9400000000000001,0.8952380952380953,0.0,21.0,10.0,
org.jfree.chart.plot.PlotOrientation,40.0,5.0,9.0,7.0,1.0,4.0,0.875,0.7,0.0,14.0,2.0,
org.jfree.chart.plot.PlotRenderingInfo,96.0,14.0,32.0,15.0,1.0,18.0,0.7538461538461539,0.7,0.0,32.0,7.0,
org.jfree.chart.plot.PlotState,9.0,2.0,3.0,3.0,0.0,1.0,-0.0,0.0,0.0,2.0,1.0,
org.jfree.chart.plot.PlotUtilities,13.0,1.0,4.0,3.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,
org.jfree.chart.plot.PolarPlot,537.0,56.0,163.0,52.0,1.0,112.0,0.9372727272727273,0.9205357142857142,0.0,132.0,25.0,
org.jfree.chart.plot.RingPlot,243.0,20.0,92.0,38.0,2.0,73.0,0.7969924812030075,0.7571428571428571,0.0,61.0,9.0,
org.jfree.chart.plot.SeriesRenderingOrder,39.0,5.0,9.0,7.0,1.0,4.0,0.875,0.7,0.0,16.0,2.0,
org.jfree.chart.plot.SpiderWebPlot,719.0,68.0,192.0,65.0,1.0,132.0,0.9525449674703406,0.9385369532428356,0.0,194.0,49.0,
org.jfree.chart.plot.ThermometerPlot,749.0,77.0,171.0,50.0,1.0,101.0,0.9767387218045114,0.9640538033395176,0.0,213.0,63.0,
org.jfree.chart.plot.ValueMarker,38.0,6.0,9.0,9.0,1.0,5.0,-0.0,0.0,0.0,12.0,1.0,
org.jfree.chart.plot.WaferMapPlot,212.0,13.0,55.0,25.0,1.0,44.0,0.9916666666666667,0.9153846153846154,0.0,35.0,10.0,
org.jfree.chart.plot.XYPlot,2413.0,194.0,420.0,78.0,1.0,268.0,0.9763001343312224,0.9712676594119893,2.0,654.0,70.0,
