Class,LOC,NOM,RFC,CBO,DIT,MPC,LCOM5,LCOM2,NOC,CYCLO,DAC
org.apache.commons.io.monitor.FileAlterationListener,10.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,
org.apache.commons.io.monitor.FileAlterationListenerAdaptor,18.0,8.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,
org.apache.commons.io.monitor.FileAlterationMonitor,87.0,12.0,23.0,8.0,1.0,14.0,0.7454545454545454,0.6833333333333333,0.0,28.0,6.0,
org.apache.commons.io.monitor.FileAlterationObserver,185.0,22.0,55.0,12.0,1.0,40.0,0.7738095238095238,0.7386363636363636,0.0,54.0,4.0,
org.apache.commons.io.monitor.FileEntry,85.0,19.0,26.0,7.0,1.0,8.0,0.8888888888888888,0.8421052631578947,0.0,20.0,6.0,
org.apache.commons.io.output.BrokenOutputStream,21.0,5.0,6.0,2.0,1.0,2.0,0.25,0.19999999999999996,0.0,7.0,1.0,
org.apache.commons.io.output.ByteArrayOutputStream,164.0,15.0,30.0,13.0,1.0,20.0,0.761904761904762,0.7111111111111111,2.0,41.0,6.0,
org.apache.commons.io.output.ClosedOutputStream,7.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,
org.apache.commons.io.output.CloseShieldOutputStream,9.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,
org.apache.commons.io.output.CountingOutputStream,32.0,6.0,8.0,4.0,2.0,2.0,0.6,0.5,0.0,10.0,1.0,
org.apache.commons.io.output.DeferredFileOutputStream,89.0,10.0,22.0,12.0,2.0,14.0,0.746031746031746,0.6714285714285715,0.0,17.0,7.0,
org.apache.commons.io.output.DemuxOutputStream,41.0,4.0,9.0,3.0,1.0,5.0,-0.0,0.0,0.0,7.0,1.0,
org.apache.commons.io.output.FileWriterWithEncoding,106.0,20.0,17.0,13.0,1.0,12.0,0.5263157894736842,0.5,0.0,19.0,1.0,
org.apache.commons.io.output.LockableFileWriter,127.0,18.0,34.0,11.0,1.0,27.0,0.803921568627451,0.7592592592592593,0.0,25.0,3.0,
org.apache.commons.io.output.NullOutputStream,12.0,3.0,1.0,2.0,1.0,0.0,1.5,1.0,0.0,1.0,0.0,
org.apache.commons.io.output.NullWriter,38.0,11.0,5.0,5.0,1.0,0.0,1.1,1.0,0.0,7.0,0.0,
org.apache.commons.io.output.ProxyOutputStream,59.0,9.0,11.0,4.0,1.0,4.0,0.0,0.0,5.0,13.0,0.0,
org.apache.commons.io.output.ProxyWriter,123.0,14.0,15.0,6.0,1.0,7.0,0.0,0.0,0.0,24.0,0.0,
org.apache.commons.io.output.StringBuilderWriter,52.0,12.0,10.0,6.0,1.0,3.0,0.18181818181818182,0.16666666666666663,0.0,11.0,1.0,
org.apache.commons.io.output.TaggedOutputStream,16.0,4.0,8.0,6.0,2.0,4.0,0.3333333333333333,0.25,0.0,5.0,1.0,
org.apache.commons.io.output.TeeOutputStream,35.0,6.0,11.0,3.0,2.0,7.0,-0.0,0.0,0.0,4.0,1.0,
org.apache.commons.io.output.ThresholdingOutputStream,76.0,13.0,11.0,4.0,1.0,0.0,0.7222222222222223,0.6666666666666667,1.0,13.0,3.0,
org.apache.commons.io.output.WriterOutputStream,91.0,14.0,29.0,11.0,1.0,23.0,0.7435897435897437,0.6904761904761905,0.0,16.0,6.0,
org.apache.commons.io.output.XmlStreamWriter,89.0,10.0,27.0,12.0,1.0,20.0,0.7777777777777778,0.7,0.0,22.0,7.0,
org.apache.commons.io.TaggedIOException,26.0,5.0,9.0,5.0,2.0,4.0,0.75,0.6,0.0,7.0,2.0,
org.apache.commons.io.ThreadMonitor,33.0,5.0,11.0,3.0,1.0,7.0,0.25,0.19999999999999996,0.0,8.0,2.0,
org.apache.commons.io.ByteOrderMarkTestCase,79.0,10.0,45.0,4.0,2.0,35.0,0.3333333333333333,0.30000000000000004,0.0,14.0,3.0,
