Class,LOC,NOM,RFC,CBO,DIT,MPC,LCOM5,LCOM2,NOC,CYCLO,DAC
org.apache.tools.ant.helper.ProjectHelper2.TargetHandler,151.0,4.0,57.0,15.0,1.0,53.0,0.0,0.0,0.0,52.0,0.0,
org.apache.tools.ant.helper.ProjectHelper2.ElementHandler,70.0,5.0,46.0,11.0,1.0,41.0,0.0,0.0,0.0,15.0,0.0,
org.apache.tools.ant.helper.ProjectHelperImpl,413.0,4.0,110.0,36.0,1.0,106.0,0.9523809523809524,0.7142857142857143,0.0,27.0,7.0,
org.apache.tools.ant.helper.ProjectHelperImpl.AbstractHandler,21.0,4.0,9.0,8.0,1.0,5.0,0.3333333333333333,0.25,6.0,7.0,2.0,
org.apache.tools.ant.helper.ProjectHelperImpl.RootHandler,39.0,4.0,20.0,10.0,1.0,16.0,-0.0,0.0,0.0,11.0,1.0,
org.apache.tools.ant.helper.ProjectHelperImpl.ProjectHandler,66.0,4.0,26.0,11.0,2.0,22.0,0.0,0.0,0.0,27.0,0.0,
org.apache.tools.ant.helper.ProjectHelperImpl.TargetHandler,58.0,3.0,24.0,9.0,2.0,21.0,0.5,0.33333333333333337,0.0,23.0,1.0,
org.apache.tools.ant.helper.ProjectHelperImpl.DescriptionHandler,15.0,2.0,6.0,6.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,
org.apache.tools.ant.helper.ProjectHelperImpl.TaskHandler,47.0,4.0,20.0,16.0,2.0,16.0,0.5333333333333333,0.4,0.0,9.0,5.0,
org.apache.tools.ant.helper.ProjectHelperImpl.NestedElementHandler,54.0,4.0,21.0,17.0,2.0,17.0,0.6,0.44999999999999996,0.0,12.0,5.0,
org.apache.tools.ant.helper.ProjectHelperImpl.DataTypeHandler,29.0,4.0,14.0,14.0,2.0,10.0,0.4444444444444445,0.33333333333333337,0.0,8.0,3.0,
org.apache.tools.ant.helper.SingleCheckExecutor,10.0,2.0,5.0,3.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,
org.apache.tools.ant.input.DefaultInputHandler,64.0,4.0,23.0,9.0,1.0,19.0,0.0,0.0,2.0,20.0,0.0,
org.apache.tools.ant.input.GreedyInputHandler,36.0,2.0,18.0,8.0,2.0,16.0,0.0,0.0,0.0,8.0,0.0,
org.apache.tools.ant.input.InputHandler,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,
org.apache.tools.ant.input.InputRequest,29.0,7.0,8.0,3.0,0.0,1.0,0.8333333333333334,0.7142857142857143,1.0,9.0,3.0,
org.apache.tools.ant.input.MultipleChoiceInputRequest,16.0,3.0,11.0,6.0,1.0,8.0,-0.0,0.0,0.0,5.0,1.0,
org.apache.tools.ant.input.PropertyFileInputHandler,36.0,3.0,13.0,6.0,1.0,10.0,0.75,0.5,0.0,12.0,2.0,
org.apache.tools.ant.input.SecureInputHandler,20.0,2.0,11.0,6.0,2.0,9.0,0.0,0.0,0.0,4.0,0.0,
org.apache.tools.ant.IntrospectionHelper,934.0,43.0,176.0,39.0,0.0,137.0,0.945054945054945,0.9230769230769231,0.0,236.0,13.0,
org.apache.tools.ant.IntrospectionHelper.Creator,65.0,5.0,14.0,6.0,0.0,9.0,0.55,0.43999999999999995,0.0,31.0,5.0,
org.apache.tools.ant.IntrospectionHelper.NestedCreator,20.0,6.0,6.0,3.0,0.0,0.0,0.8,0.6666666666666667,2.0,6.0,1.0,
org.apache.tools.ant.IntrospectionHelper.CreateNestedCreator,9.0,2.0,5.0,4.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,
org.apache.tools.ant.IntrospectionHelper.AddNestedCreator,39.0,5.0,11.0,8.0,1.0,6.0,0.8125,0.65,0.0,9.0,4.0,
org.apache.tools.ant.IntrospectionHelper.AttributeSetter,30.0,3.0,11.0,5.0,0.0,8.0,0.5,0.33333333333333337,0.0,8.0,2.0,
org.apache.tools.ant.IntrospectionHelper.MethodAndObject,8.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,
org.apache.tools.ant.launch.AntMain,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
org.apache.tools.ant.launch.Launcher,227.0,9.0,66.0,16.0,0.0,57.0,0.9625,0.8555555555555556,0.0,60.0,10.0,
org.apache.tools.ant.launch.LaunchException,5.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,
org.apache.tools.ant.launch.Locator,269.0,12.0,82.0,16.0,0.0,71.0,1.0,0.9166666666666666,0.0,75.0,13.0,
org.apache.tools.ant.listener.AnsiColorLogger,104.0,2.0,15.0,8.0,4.0,13.0,1.125,0.5625,0.0,26.0,16.0,
org.apache.tools.ant.listener.BigProjectLogger,81.0,12.0,26.0,6.0,6.0,14.0,1.0,0.9166666666666666,0.0,16.0,5.0,
org.apache.tools.ant.listener.CommonsLoggingListener,194.0,14.0,36.0,10.0,3.0,22.0,0.8076923076923077,0.75,0.0,61.0,6.0,
org.apache.tools.ant.listener.Log4jListener,98.0,8.0,27.0,6.0,2.0,19.0,0.5,0.4375,0.0,36.0,2.0,
org.apache.tools.ant.listener.MailLogger,260.0,6.0,101.0,34.0,4.0,95.0,0.9,0.75,0.0,24.0,2.0,
org.apache.tools.ant.listener.MailLogger.Values,106.0,26.0,13.0,4.0,0.0,0.0,0.96,0.9230769230769231,0.0,26.0,13.0,
org.apache.tools.ant.listener.ProfileLogger,44.0,6.0,18.0,6.0,4.0,12.0,0.4,0.33333333333333337,0.0,8.0,1.0,
org.apache.tools.ant.listener.SimpleBigProjectLogger,11.0,1.0,3.0,3.0,5.0,2.0,0.0,0.0,1.0,4.0,0.0,
org.apache.tools.ant.listener.TimestampedLogger,9.0,2.0,5.0,2.0,4.0,3.0,-0.0,0.0,0.0,2.0,1.0,
org.apache.tools.ant.loader.AntClassLoader2,4.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,
org.apache.tools.ant.loader.AntClassLoader5,12.0,3.0,6.0,7.0,4.0,3.0,0.0,0.0,0.0,3.0,0.0,
org.apache.tools.ant.Location,61.0,10.0,19.0,7.0,1.0,12.0,0.8888888888888888,0.8,0.0,17.0,4.0,
org.apache.tools.ant.MagicNames,41.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,32.0,
org.apache.tools.ant.Main,729.0,31.0,185.0,40.0,1.0,156.0,0.9444444444444444,0.9139784946236559,1.0,206.0,21.0,
org.apache.tools.ant.NoBannerLogger,28.0,5.0,13.0,3.0,4.0,8.0,0.5,0.4,1.0,7.0,1.0,
org.apache.tools.ant.PathTokenizer,66.0,3.0,15.0,3.0,0.0,12.0,0.375,0.25,0.0,22.0,4.0,
org.apache.tools.ant.Project,925.0,125.0,256.0,47.0,1.0,155.0,0.9836337760910816,0.975764705882353,1.0,234.0,34.0,
