Class,LOC,NOM,RFC,CBO,DIT,MPC,LCOM5,LCOM2,NOC,CYCLO,DAC
org.jfree.chart.renderer.category.AreaRenderer,154.0,7.0,59.0,27.0,1.0,52.0,0.75,0.6428571428571428,1.0,36.0,2.0,
org.jfree.chart.renderer.category.BarRenderer,527.0,33.0,129.0,38.0,1.0,96.0,0.9308035714285714,0.9025974025974026,6.0,151.0,14.0,
org.jfree.chart.renderer.category.BarRenderer3D,409.0,16.0,125.0,42.0,2.0,110.0,0.8666666666666667,0.8125,1.0,56.0,8.0,
org.jfree.chart.renderer.category.BoxAndWhiskerRenderer,479.0,19.0,137.0,41.0,1.0,118.0,0.8055555555555556,0.7631578947368421,0.0,91.0,5.0,
org.jfree.chart.renderer.category.CategoryItemRendererState,21.0,5.0,6.0,3.0,1.0,1.0,0.5,0.4,1.0,5.0,2.0,
org.jfree.chart.renderer.category.CategoryStepRenderer,153.0,9.0,52.0,25.0,1.0,44.0,0.9166666666666666,0.8148148148148149,0.0,34.0,3.0,
org.jfree.chart.renderer.category.CategoryStepRenderer.State,7.0,1.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,
org.jfree.chart.renderer.category.DefaultCategoryItemRenderer,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,
org.jfree.chart.renderer.category.GanttRenderer,329.0,15.0,63.0,29.0,3.0,48.0,0.7857142857142857,0.7333333333333334,0.0,73.0,7.0,
org.jfree.chart.renderer.category.GroupedStackedBarRenderer,199.0,7.0,65.0,25.0,3.0,58.0,0.5833333333333334,0.5,0.0,42.0,2.0,
org.jfree.chart.renderer.category.IntervalBarRenderer,139.0,3.0,42.0,22.0,2.0,39.0,1.5,1.0,1.0,23.0,1.0,
org.jfree.chart.renderer.category.LayeredBarRenderer,300.0,7.0,63.0,25.0,2.0,56.0,0.9166666666666666,0.7857142857142857,0.0,66.0,2.0,
org.jfree.chart.renderer.category.LevelRenderer,201.0,13.0,62.0,26.0,1.0,49.0,0.8958333333333334,0.8269230769230769,0.0,44.0,4.0,
org.jfree.chart.renderer.category.LineAndShapeRenderer,411.0,44.0,102.0,29.0,1.0,65.0,0.9131782945736434,0.8924242424242425,3.0,119.0,15.0,
org.jfree.chart.renderer.category.LineRenderer3D,358.0,16.0,97.0,35.0,2.0,81.0,0.8476190476190477,0.7946428571428572,0.0,58.0,8.0,
org.jfree.chart.renderer.category.MinMaxCategoryRenderer,245.0,19.0,58.0,33.0,1.0,40.0,0.8833333333333333,0.8368421052631578,0.0,64.0,15.0,
org.jfree.chart.renderer.category.ScatterRenderer,228.0,23.0,77.0,30.0,1.0,55.0,0.7922077922077922,0.7577639751552795,0.0,66.0,7.0,
org.jfree.chart.renderer.category.StackedAreaRenderer,255.0,12.0,48.0,21.0,2.0,37.0,0.8181818181818182,0.75,0.0,49.0,2.0,
org.jfree.chart.renderer.category.StackedBarRenderer,178.0,9.0,61.0,24.0,2.0,53.0,0.75,0.6666666666666667,1.0,42.0,2.0,
org.jfree.chart.renderer.category.StackedBarRenderer3D,445.0,15.0,115.0,30.0,3.0,103.0,0.8214285714285714,0.7666666666666666,0.0,71.0,2.0,
org.jfree.chart.renderer.category.StatisticalBarRenderer,331.0,11.0,60.0,30.0,2.0,49.0,0.5666666666666667,0.5151515151515151,0.0,76.0,5.0,
org.jfree.chart.renderer.category.StatisticalLineAndShapeRenderer,200.0,8.0,59.0,25.0,2.0,52.0,0.6428571428571429,0.5625,0.0,49.0,3.0,
org.jfree.chart.renderer.category.WaterfallBarRenderer,248.0,15.0,64.0,29.0,2.0,50.0,0.7285714285714285,0.6799999999999999,0.0,67.0,9.0,
